CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,RiskSegment,ProductEngagement,FinancialStabilityScore
664,France,Female,38,4,74306.19,2,1,0,154395.56,0,Medium Risk,0.7,1.0681676710884833
500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,Medium Risk,1.2,0.41934751746665677
782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0,Medium Risk,0.45,0.703061306217353
708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,Medium Risk,0.45,0.459285338062536
681,France,Male,43,3,66338.68,1,1,1,18772.5,1,Medium Risk,0.45,0.35827091183909116
674,Spain,Female,39,6,0.0,2,1,1,9574.83,0,Medium Risk,0.7,0.0478759501357251
697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0,Medium Risk,0.25,1.4535396711250956
774,France,Female,26,5,0.0,2,1,1,64716.08,0,Medium Risk,0.7,0.3235925670805222
624,France,Male,36,6,0.0,2,0,0,84749.96,0,Medium Risk,0.5,0.42376573359158304
747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,Medium Risk,0.5,0.9027927450072123
715,France,Female,32,10,0.0,2,1,0,60907.49,0,Low Risk,0.7,0.30454890103867904
808,France,Male,24,4,122168.65,1,1,0,174107.04,0,Medium Risk,0.45,1.3574933220649057
678,France,Female,43,7,178074.33,1,0,0,110405.9,0,Medium Risk,0.25,1.261797908018376
813,Germany,Male,59,2,135078.41,1,1,0,187636.06,1,High Risk,0.45,1.4765951636135857
687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1,Low Risk,0.7,0.6096566054783694
832,France,Female,29,5,0.0,2,1,0,178779.52,0,Medium Risk,0.7,0.893931211813564
668,France,Male,72,2,0.0,2,1,1,70783.61,0,Medium Risk,0.7,0.353931357819054
526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0,High Risk,0.45,0.723019634086997
457,France,Female,38,7,164496.99,1,1,1,163327.27,0,Medium Risk,0.45,1.4722997480262512
649,Spain,Female,38,8,0.0,1,1,0,103760.53,0,Low Risk,0.45,0.51882215771313
669,France,Female,41,0,150219.41,2,0,0,107839.03,0,High Risk,0.5,1.1379422223006141
668,France,Male,42,8,187534.79,1,1,1,32900.41,1,Medium Risk,0.45,0.9119622715288215
466,France,Female,30,3,0.0,1,1,0,193984.6,0,Medium Risk,0.45,0.9699594704760899
685,France,Male,30,2,0.0,2,1,1,140889.32,0,Medium Risk,0.7,0.7044730881881158
610,France,Male,34,0,103108.17,1,0,0,125646.82,0,High Risk,0.25,1.0392140992407826
582,Germany,Female,50,6,96486.57,2,1,1,20344.02,0,Medium Risk,0.7,0.4862887096690713
702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,Low Risk,0.7,1.2323223884126966
556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1,High Risk,0.45,1.067696927591225
812,Spain,Female,24,1,92476.88,1,0,0,83247.14,0,Medium Risk,0.25,0.7848347866600542
645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1,Medium Risk,0.45,1.2153541886396946
809,France,Male,43,2,0.0,2,1,1,132908.07,0,Medium Risk,0.7,0.6645653376566959
560,France,Male,49,4,0.0,1,1,1,100075.1,1,Medium Risk,0.45,0.5003943148262374
744,France,Male,29,1,43504.42,1,1,1,119327.75,0,Medium Risk,0.45,0.770055967976026
731,Spain,Female,39,2,0.0,2,1,0,136737.13,0,Medium Risk,0.7,0.6837113575470437
471,Spain,Female,28,5,0.0,2,1,1,22356.97,0,Medium Risk,0.7,0.1117890532684029
686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1,Medium Risk,0.75,0.42362831220819797
668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0,Medium Risk,0.7,1.2004034683951346
575,France,Male,36,1,0.0,1,0,1,94570.56,0,Medium Risk,0.25,0.4728705799338055
435,Germany,Male,37,8,114346.3,1,0,1,980.93,1,Medium Risk,0.25,0.4606528235754581
743,France,Male,23,3,110203.77,1,1,0,95583.45,0,High Risk,0.45,0.9171724022814537
580,France,Female,39,9,128362.59,1,1,0,86044.98,0,Medium Risk,0.45,0.9418535409138638
599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,Medium Risk,0.7,1.404705841422602
534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0,Medium Risk,0.25,0.7061640925084727
680,France,Female,32,5,0.0,1,1,1,150684.23,0,Medium Risk,0.45,0.7534494797004367
631,Spain,Female,46,10,0.0,2,1,1,129508.96,0,Low Risk,0.7,0.6475691485999874
485,France,Female,39,2,75339.64,1,1,1,70665.16,0,Medium Risk,0.45,0.6536189322395616
699,France,Female,40,8,122038.34,1,1,0,102085.35,0,Medium Risk,0.45,0.9968519572572355
712,France,Male,34,1,0.0,2,1,1,195052.12,0,Medium Risk,0.7,0.9752972711773962
603,France,Male,51,8,186825.57,1,1,0,93739.71,1,Medium Risk,0.45,1.2133434843625017
850,France,Male,40,6,124788.18,1,1,0,65612.12,0,Medium Risk,0.45,0.8254389378104685
584,France,Female,41,3,0.0,2,1,1,160095.48,0,Medium Risk,0.7,0.8005074990819655
604,France,Female,71,2,0.0,2,1,1,49506.82,0,Medium Risk,0.7,0.24754340763212695
586,France,Male,51,2,138553.57,1,1,1,92406.22,0,High Risk,0.45,1.0142789423737075
467,Spain,Male,39,5,0.0,2,1,1,7415.96,0,Medium Risk,0.7,0.037081194252903904
520,France,Male,35,9,105387.89,1,1,1,25059.06,0,Medium Risk,0.45,0.5453426269894557
683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,Medium Risk,0.45,0.9629560916148172
557,France,Male,36,3,0.0,1,0,1,144078.02,0,Medium Risk,0.25,0.720417187686257
613,Spain,Female,32,0,0.0,2,0,1,126675.62,0,Medium Risk,0.5,0.6334019159120382
786,France,Male,34,3,137361.96,1,0,0,183682.09,0,High Risk,0.25,1.4659260743599318
593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0,Medium Risk,0.45,1.4661639595820715
670,Spain,Female,29,9,0.0,2,1,0,27359.19,0,Low Risk,0.7,0.1368010937211239
657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1,Medium Risk,0.25,1.0789197715470626
718,Germany,Male,32,9,169947.41,2,1,1,27979.16,0,Medium Risk,0.7,0.8172573924863014
623,France,Female,24,7,148167.83,2,1,1,109470.34,0,Medium Risk,0.7,1.1379221335302478
496,France,Male,31,5,0.0,2,1,0,93713.13,0,Medium Risk,0.7,0.4685832687309043
429,France,Female,39,6,48023.83,1,1,0,74870.99,0,Medium Risk,0.45,0.5657767408578306
606,France,Male,36,1,155655.46,1,1,1,192387.51,1,High Risk,0.45,1.5823668846237733
499,France,Female,46,6,0.0,2,1,0,73457.55,0,Medium Risk,0.7,0.36730156053867624
642,France,Male,62,7,0.0,2,1,1,61120.75,0,Low Risk,0.7,0.3056152411330666
641,France,Female,52,4,0.0,1,1,0,90964.54,1,Medium Risk,0.45,0.45483980197655427
673,France,Male,32,8,121240.76,1,1,0,116969.73,0,Medium Risk,0.45,1.0680977553799815
570,France,Female,36,3,0.0,2,1,0,92118.75,0,Medium Risk,0.7,0.46061106897619347
472,France,Female,37,1,0.0,2,1,1,48357.9,0,Medium Risk,0.7,0.24179859162704517
550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0,Medium Risk,0.7,1.5041959378918004
625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1,Medium Risk,1.0,1.1526838932359795
516,France,Male,46,2,0.0,2,1,1,169122.54,0,Medium Risk,0.7,0.8456444962330584
682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0,High Risk,0.7,1.2400329482922476
620,France,Male,28,8,0.0,2,1,1,199909.32,0,Low Risk,0.7,0.9995841843653321
626,France,Female,39,0,0.0,2,1,1,83295.09,0,Medium Risk,0.7,0.4164911100657384
623,France,Female,29,1,0.0,2,0,0,39382.06,0,Medium Risk,0.5,0.19691770410567436
569,France,Female,35,4,93934.63,1,1,0,184748.23,0,Medium Risk,0.45,1.2981694475113257
724,France,Female,69,5,117866.92,1,1,1,62280.91,0,Medium Risk,0.45,0.7811963201517715
678,France,Female,55,5,0.0,1,0,1,196794.11,1,Medium Risk,0.25,0.9840075486838303
713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1,Medium Risk,0.7,1.2131088175966094
631,France,Male,32,10,0.0,2,0,1,196342.66,0,Low Risk,0.5,0.9817502138080392
846,France,Female,37,6,127103.97,1,1,1,41516.44,0,Medium Risk,0.45,0.7141860101604843
660,France,Female,43,1,0.0,1,0,1,112026.1,1,Medium Risk,0.25,0.5601515616987198
567,France,Male,54,9,96402.96,1,0,0,52035.29,1,Low Risk,0.25,0.6444177749802213
731,France,Male,31,1,132512.26,1,1,1,185466.85,0,High Risk,0.45,1.4555208479342068
693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0,Medium Risk,0.45,0.8296393746153745
772,France,Male,34,9,0.0,2,1,0,170980.86,0,Low Risk,0.7,0.8549364456103549
657,France,Male,38,7,0.0,2,1,0,185827.74,0,Low Risk,0.7,0.9291736369287484
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0,Medium Risk,0.5,1.0488278492706498
667,France,Female,37,9,71786.9,2,1,1,67734.79,0,Low Risk,0.7,0.6248064394568535
516,France,Female,37,8,113143.12,1,0,0,3363.36,0,Medium Risk,0.25,0.4677699286258819
551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,High Risk,0.7,1.2797639172419566
542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0,High Risk,0.45,0.8086509246127943
623,France,Male,28,7,0.0,1,0,0,129526.57,0,Low Risk,0.25,0.6476572019107919
701,France,Female,43,2,160416.56,1,0,1,37266.43,0,High Risk,0.25,0.8257085513125991
583,France,Male,48,3,91246.53,1,1,0,60017.46,1,Medium Risk,0.45,0.6637782354729286
731,Spain,Male,46,10,0.0,2,1,0,153015.42,0,Low Risk,0.7,0.7651058679806361
461,France,Female,35,5,0.0,1,1,1,54209.02,0,Medium Risk,0.45,0.2710552916789671
702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0,Medium Risk,0.45,0.9667280021597746
565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1,Medium Risk,0.45,1.3863020821112433
711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,High Risk,0.75,0.7899305010420776
664,France,Male,54,8,0.0,1,1,1,162719.69,1,Low Risk,0.45,0.8136290424519962
518,Spain,Male,50,4,0.0,1,0,0,107112.25,1,Medium Risk,0.25,0.5355813878601835
728,Spain,Male,42,8,0.0,2,0,1,41823.22,0,Low Risk,0.5,0.20912396306101108
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0,Medium Risk,0.45,1.1073590631106291
573,France,Male,52,8,0.0,2,0,1,178229.04,0,Low Risk,0.5,0.8911787083194328
568,Germany,Male,26,1,112930.28,2,1,0,22095.73,0,High Risk,0.7,0.5605869878879556
602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1,Medium Risk,0.45,1.442412211581331
603,France,Male,44,9,0.0,1,1,0,138328.24,0,Low Risk,0.45,0.6916672066869713
687,France,Male,38,0,144450.58,1,0,1,137276.83,0,High Risk,0.25,1.262144034949433
741,France,Male,52,1,171236.3,2,0,0,21834.4,1,High Risk,0.5,0.7916695428950695
469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0,Low Risk,0.45,0.9851971541028086
477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,Medium Risk,0.45,0.7046775855850871
737,Germany,Male,43,8,96353.8,1,0,0,10209.8,0,Low Risk,0.25,0.435086525365539
835,France,Male,25,7,0.0,2,1,1,83449.65,0,Low Risk,0.7,0.417263939124111
717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0,High Risk,0.45,0.8690070451903862
562,France,Female,51,7,122822.0,2,0,0,32626.21,0,Medium Risk,0.5,0.6526666180004406
758,Spain,Male,61,2,0.0,2,1,1,43982.41,0,Medium Risk,0.7,0.21992031900399456
408,France,Male,40,3,0.0,2,0,0,124874.23,0,Medium Risk,0.5,0.6243946272379841
650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0,Medium Risk,0.45,0.9083087891374928
582,Germany,Male,33,2,122394.0,1,1,1,22113.93,0,High Risk,0.45,0.5983973697234458
706,Spain,Female,43,1,0.0,2,1,0,31962.77,0,Medium Risk,0.7,0.1598198592267069
567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0,High Risk,0.45,1.0643461036107051
720,France,Male,29,2,0.0,2,1,0,39925.52,0,Medium Risk,0.7,0.1996351062799961
631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0,Medium Risk,0.7,0.9895634937361989
623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0,High Risk,0.45,0.7115097731230768
514,France,Male,35,3,121030.9,1,1,0,10008.68,0,High Risk,0.45,0.5324359607229066
650,Germany,Female,35,3,165982.43,2,1,1,24482.16,0,High Risk,0.7,0.783968585627353
673,Spain,Female,35,6,0.0,2,1,0,98618.79,0,Medium Risk,0.7,0.49311249102966265
504,France,Female,32,8,206663.75,1,0,0,16281.94,0,Medium Risk,0.25,0.9051087486022258
723,Germany,Male,37,3,94661.53,2,1,0,121239.65,0,Medium Risk,0.7,0.9835117996918151
645,France,Male,25,0,174400.36,1,1,0,42669.37,0,High Risk,0.45,0.9084592469911636
664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,Medium Risk,0.45,1.3165990643506686
760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0,Medium Risk,0.45,1.4871418488300931
766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0,Medium Risk,0.25,1.0815891800504618
634,France,Male,37,5,115345.86,2,0,0,168781.8,0,Medium Risk,0.5,1.3036726496205624
640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0,Medium Risk,0.45,1.3151349771405731
784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0,High Risk,0.7,1.29244729858123
547,Germany,Female,42,1,142703.4,1,1,0,86207.49,1,High Risk,0.45,0.9998240296837306
608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0,Medium Risk,0.25,0.7910085069567356
547,France,Female,35,4,0.0,1,1,1,133287.73,0,Medium Risk,0.45,0.6664637090354597
612,France,Female,43,4,139496.35,2,1,1,77128.23,0,Medium Risk,0.7,0.941643741275235
573,Spain,Male,28,8,0.0,2,0,0,77660.03,0,Low Risk,0.5,0.38831475063462384
615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0,Medium Risk,0.45,0.8366001608615963
710,France,Female,33,2,0.0,2,1,0,72945.32,0,Medium Risk,0.7,0.36474031423581527
674,Germany,Female,38,10,83727.68,1,1,0,45418.12,0,Low Risk,0.45,0.5608110456224893
702,Spain,Female,38,9,0.0,2,1,1,158527.45,0,Low Risk,0.7,0.792667054281241
616,France,Male,37,9,0.0,1,1,0,111312.96,0,Low Risk,0.45,0.5565857276233587
688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0,Medium Risk,0.45,1.1887610379158142
605,France,Male,36,7,128829.25,1,1,0,190588.59,0,Medium Risk,0.45,1.4664512042115552
676,France,Male,33,6,171490.78,1,0,0,79099.64,0,Medium Risk,0.25,1.0790207855191976
708,Spain,Male,33,3,0.0,2,1,0,138613.21,0,Medium Risk,0.7,0.6930921102633458
745,Spain,Female,38,7,0.0,2,1,1,194230.82,0,Low Risk,0.7,0.9711906167671904
661,Spain,Male,20,8,0.0,1,1,0,110252.53,0,Low Risk,0.45,0.5512833782550224
726,France,Male,31,9,0.0,2,1,1,106117.3,0,Low Risk,0.7,0.5306064508025502
475,France,Male,40,7,160818.08,1,0,1,169642.13,1,Medium Risk,0.25,1.4892122699147756
751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0,Medium Risk,0.5,1.20415297063436
645,Germany,Female,59,8,121669.93,2,0,0,91.75,1,Medium Risk,0.5,0.4853964166355008
775,France,Male,42,6,133970.22,2,0,1,187839.9,0,Medium Risk,0.5,1.4731975090064344
540,France,Male,41,3,0.0,2,1,0,121098.65,0,Medium Risk,0.7,0.6055160174022542
591,France,Female,34,3,96127.27,1,0,0,30972.06,0,Medium Risk,0.25,0.5379988522747647
596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0,Medium Risk,0.25,0.6374623003818556
573,Spain,Male,41,5,0.0,2,0,1,14479.29,0,Medium Risk,0.5,0.07239917220887505
577,Spain,Male,31,6,0.0,1,1,1,196395.25,0,Medium Risk,0.45,0.9820131736953309
830,Germany,Female,40,8,77701.64,1,0,1,19512.38,0,Low Risk,0.25,0.4072595960285176
663,France,Male,67,9,0.0,3,1,1,72318.77,0,Low Risk,0.95,0.36160744643998616
421,France,Male,34,2,0.0,2,1,1,96615.23,0,Medium Risk,0.7,0.48309431434621936
718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0,Medium Risk,0.7,0.6079255033779931
655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0,High Risk,0.7,1.5394725300594563
712,France,Male,23,2,0.0,2,0,1,66795.78,0,Medium Risk,0.5,0.33399145807882374
663,France,Male,28,4,0.0,2,1,1,123969.64,0,Medium Risk,0.7,0.6198715071686695
640,France,Female,47,6,89799.46,2,0,1,13783.77,1,Medium Risk,0.5,0.42683353236725724
577,Spain,Male,29,2,0.0,1,1,1,168924.41,0,Medium Risk,0.45,0.8446538089832177
546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0,Low Risk,0.25,1.0153327352016193
802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0,Medium Risk,0.25,1.0595590895527844
590,France,Female,45,2,81828.22,1,1,0,52167.97,0,Medium Risk,0.45,0.5869909211189709
594,Germany,Male,18,1,132694.73,1,1,0,167689.56,0,High Risk,0.45,1.3673583230717234
577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1,High Risk,0.25,1.1379390133155503
541,France,Male,39,7,0.0,2,1,0,19823.02,0,Low Risk,0.7,0.09911882686789023
781,France,Female,27,5,0.0,2,0,0,72969.9,0,Medium Risk,0.5,0.364863218857029
806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0,Medium Risk,0.7,1.1018161241757074
723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,High Risk,0.45,1.5175644793444518
535,France,Male,45,2,0.0,2,1,0,125658.28,0,Medium Risk,0.7,0.6283150246449266
768,France,Female,36,3,141334.95,1,0,1,125870.5,0,High Risk,0.25,1.1926923300833492
653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1,High Risk,0.45,0.49247344808983623
803,Germany,Female,50,8,98173.02,1,0,0,22457.25,1,Medium Risk,0.25,0.5035769103724376
545,Spain,Female,44,1,0.0,2,1,1,82614.89,0,Medium Risk,0.7,0.4130899821833301
581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0,High Risk,0.45,0.7032963098236839
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,Medium Risk,0.45,1.3150910232055963
731,France,Male,29,5,179539.2,1,0,0,112010.02,0,Medium Risk,0.25,1.275657315588917
727,Germany,Male,39,5,80615.46,2,0,0,180962.32,0,Medium Risk,0.5,1.2261532096704526
560,Spain,Male,47,1,0.0,1,0,0,128882.66,1,Medium Risk,0.25,0.64443753085116
766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1,Medium Risk,0.45,1.39143900305987
630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0,Medium Risk,0.25,1.4227682340123464
652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0,Medium Risk,0.45,1.5273565283891304
729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0,Medium Risk,0.7,0.9696721174085865
629,France,Female,33,6,0.0,2,1,1,59129.72,0,Medium Risk,0.7,0.29565971680535186
667,Germany,Male,33,9,124573.33,2,0,0,683.37,0,Medium Risk,0.5,0.4999266569697655
671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0,Medium Risk,0.7,1.1498066978620165
768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1,Medium Risk,0.45,0.6574079053632156
732,France,Female,35,3,0.0,2,1,0,90876.95,0,Medium Risk,0.7,0.4544018355090151
546,France,Female,30,5,0.0,2,0,1,198543.09,0,Medium Risk,0.5,0.9927527775044341
630,France,Male,55,2,0.0,1,1,1,106202.07,1,Medium Risk,0.45,0.5310303167399094
765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1,Medium Risk,0.5,1.310772048027387
704,France,Female,33,0,130499.09,2,1,1,74804.36,0,High Risk,0.7,0.8941637371810727
470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0,Medium Risk,0.45,1.1451689119984285
688,Germany,Female,34,9,91025.58,2,0,1,163783.0,0,Low Risk,0.5,1.1817448076910844
685,France,Female,33,1,0.0,3,0,1,70221.13,1,Medium Risk,0.75,0.3511188520688378
567,France,Female,38,1,125877.65,2,1,1,107841.77,0,High Risk,0.7,1.0409374082467506
720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1,Medium Risk,0.7,0.5804874012262305
609,France,Male,39,3,121778.71,1,1,1,138399.67,0,High Risk,0.45,1.1773955819896313
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,High Risk,0.45,1.4238223729279182
556,France,Female,30,7,0.0,2,1,1,186648.19,0,Low Risk,0.7,0.9332760411791483
662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0,Medium Risk,0.7,1.2074637683749503
704,Germany,Male,41,9,62078.21,2,1,0,129050.67,0,Low Risk,0.7,0.8927016163435584
750,France,Female,38,1,0.0,2,1,0,47764.99,0,Medium Risk,0.7,0.23883393015577384
619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,Medium Risk,0.7,1.5631076904268326
468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0,High Risk,0.45,0.8468810457980668
435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0,High Risk,0.45,1.442124974943177
529,France,Male,43,6,93616.35,2,0,0,98348.66,0,Medium Risk,0.5,0.864886790915897
702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1,Medium Risk,0.7,0.7600964789610056
608,France,Female,41,5,0.0,2,1,1,72462.25,0,Medium Risk,0.7,0.3623248734152404
576,France,Male,40,9,0.0,2,1,0,112465.19,1,Low Risk,0.7,0.5623470942507438
666,France,Female,27,1,85225.21,1,0,1,64511.44,0,Medium Risk,0.25,0.6622499136602329
730,France,Female,36,8,148749.29,2,1,0,91830.75,0,Medium Risk,0.7,1.0520383818156935
647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1,Medium Risk,0.45,1.4722586244977807
516,Spain,Female,27,1,0.0,1,0,1,112311.15,0,Medium Risk,0.25,0.5615768652901348
711,France,Female,81,6,0.0,2,1,1,72276.24,0,Medium Risk,0.7,0.3613947884440455
736,France,Male,54,7,111729.47,2,0,1,84920.49,0,Medium Risk,0.5,0.8699365525900193
768,France,Female,36,5,180169.44,2,1,0,17348.56,0,Medium Risk,0.7,0.8048441547860667
427,Spain,Male,40,8,0.0,2,1,1,82870.75,0,Low Risk,0.7,0.41436933028681877
686,Spain,Female,47,6,0.0,1,1,0,32080.69,1,Medium Risk,0.45,0.1604094813965005
690,France,Female,42,5,0.0,2,0,1,120512.08,0,Medium Risk,0.5,0.6025830571229478
647,Spain,Female,29,2,0.0,2,1,0,179032.68,0,Medium Risk,0.7,0.8951970594094337
714,France,Male,35,3,0.0,2,1,1,95623.28,0,Medium Risk,0.7,0.4781343778526072
736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,Medium Risk,0.45,0.9643689239620219
608,France,Female,34,4,88772.87,1,1,1,168822.01,0,Medium Risk,0.45,1.1979622193726676
809,France,Female,39,5,0.0,1,1,0,77705.75,0,Medium Risk,0.45,0.38854335923030703
745,France,Female,40,6,131184.67,1,1,1,49815.62,0,Medium Risk,0.45,0.7719478429837304
781,France,Male,38,2,117810.79,1,0,1,65632.33,1,High Risk,0.25,0.7977303339120196
527,France,Male,31,4,0.0,1,1,0,169361.89,0,Medium Risk,0.45,0.8468412912325504
595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0,Medium Risk,0.45,0.3921482960201388
850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0,High Risk,0.5,0.5293723091857351
569,France,Male,37,9,178755.84,1,1,0,199929.17,0,Medium Risk,0.45,1.7121473711626856
728,France,Male,43,7,0.0,2,1,0,40023.7,0,Low Risk,0.7,0.20012602473853014
473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0,Medium Risk,0.7,0.9490584128563413
738,France,Male,29,2,0.0,2,1,1,170421.13,0,Medium Risk,0.7,0.8521376903771581
659,France,Male,35,6,0.0,2,1,1,58879.11,0,Medium Risk,0.7,0.2944066196889003
597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,Medium Risk,0.7,0.5864540099203651
445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0,High Risk,0.25,0.6982051139032642
671,France,Female,29,3,0.0,2,1,0,158043.11,0,Medium Risk,0.7,0.790245263221897
656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1,Medium Risk,0.45,0.308817734346993
658,France,Male,31,5,100082.14,1,0,1,49809.88,0,Medium Risk,0.25,0.6479543480713446
698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1,Medium Risk,0.95,0.5717181910450609
655,Spain,Male,38,9,0.0,1,0,1,90490.33,0,Low Risk,0.25,0.4524686628217221
772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0,Low Risk,0.45,0.7618959959780518
681,Spain,Male,33,10,0.0,1,0,0,158336.36,0,Low Risk,0.25,0.79171156835497
688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0,Medium Risk,0.7,1.293446002870636
633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0,Medium Risk,0.7,0.9298769166855202
735,France,Male,73,9,0.0,1,1,1,114283.33,0,Low Risk,0.45,0.5714381360739164
521,Germany,Female,29,2,87212.8,1,1,1,994.86,0,Medium Risk,0.45,0.3525769737714806
541,France,Male,36,5,0.0,2,1,0,124795.84,0,Medium Risk,0.7,0.6240026625001099
612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0,High Risk,0.5,0.9089108916246412
562,France,Male,62,3,0.0,2,1,0,105986.01,0,Medium Risk,0.7,0.529949976119102
703,France,Female,32,6,0.0,2,0,0,33606.52,0,Medium Risk,0.5,0.16803891826332668
710,Spain,Male,23,6,0.0,2,1,1,134188.11,0,Medium Risk,0.7,0.6709657783132644
731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,Medium Risk,0.45,1.4814722519986896
703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,Medium Risk,0.25,0.7961530032350206
618,France,Female,40,0,0.0,1,1,0,119059.13,0,Medium Risk,0.45,0.5953180339580768
689,France,Female,29,1,77556.79,2,1,1,122998.26,0,Medium Risk,0.7,0.9241311260684684
718,France,Male,33,7,102874.28,1,0,0,117841.06,0,Medium Risk,0.25,0.9992516205408126
608,France,Male,37,5,146093.39,2,0,0,160593.41,0,Medium Risk,0.5,1.385279036870207
749,Spain,Male,34,2,0.0,1,0,0,174189.04,1,Medium Risk,0.25,0.8709779487708738
753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1,Medium Risk,0.5,0.65941831884135
630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,Medium Risk,0.25,0.714670251641828
693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1,High Risk,0.45,0.9259572091564945
838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,Medium Risk,0.25,0.9991268266423728
756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,Medium Risk,0.7,1.1408263594333325
775,France,Female,27,4,152309.37,1,1,0,104112.0,0,Medium Risk,0.45,1.1276362875357897
